球员,号码,出场时间,首发,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队,对手,2分中,2分投,3分中,3分投,罚球中,罚球投
布鲁克斯,6,36,1,0,3,9,3,2,1,0,1,5,0/0,27,2019202000001,广东,辽宁,8,10,2,10,5,5
任骏飞,20,30,1,1,1,1,3,3,0,0,1,1,0/0,19,2019202000001,广东,辽宁,5,8,3,6,0,0
易建联,9,35,1,1,11,2,2,1,1,2,5,3,0/0,16,2019202000001,广东,辽宁,7,8,0,0,2,4
赵睿,10,31,1,2,5,4,3,2,0,0,0,4,0/0,10,2019202000001,广东,辽宁,5,9,0,3,0,1
胡明轩,3,13,1,0,1,0,1,0,1,0,0,0,0/0,3,2019202000001,广东,辽宁,0,1,1,3,0,0
威姆斯,13,31,0,0,7,3,2,1,3,0,0,3,0/0,14,2019202000001,广东,辽宁,5,9,1,5,1,2
杜润旺,18,14,0,2,0,0,4,0,4,0,0,1,0/0,6,2019202000001,广东,辽宁,2,2,0,2,2,2
曾繁日,22,11,0,1,0,0,3,0,0,1,1,3,0/0,6,2019202000001,广东,辽宁,2,3,0,0,2,4
徐杰,2,20,0,0,0,1,2,2,0,0,0,3,0/0,5,2019202000001,广东,辽宁,0,1,1,3,2,2
王薪凯,5,9,0,0,1,1,1,0,0,0,0,0,0/0,1,2019202000001,广东,辽宁,0,0,0,1,1,2
周鹏,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,广东,辽宁,0,0,0,0,0,0
李英博,17,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,广东,辽宁,0,0,0,0,0,0
刘旭乘,14,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,广东,辽宁,0,0,0,0,0,0
万圣伟,51,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,广东,辽宁,0,0,0,0,0,0
苏伟,12,3,0,1,1,0,2,0,1,0,0,0,0/0,0,2019202000001,广东,辽宁,0,0,0,0,0,0
方渭博,1,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,广东,辽宁,0,0,0,0,0,0
刘权标,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,广东,辽宁,0,0,0,0,0,0
巴斯,30,30,1,3,9,1,2,1,0,2,2,10,0/0,20,2019202000001,辽宁,广东,5,15,0,0,10,11
郭艾伦,13,30,1,0,4,5,4,0,6,0,0,2,0/0,12,2019202000001,辽宁,广东,4,8,0,2,4,4
韩德君,55,24,1,3,6,0,4,0,2,1,0,2,0/0,10,2019202000001,辽宁,广东,4,6,0,0,2,3
刘志轩,11,16,1,1,1,0,3,0,1,0,0,1,0/0,5,2019202000001,辽宁,广东,1,1,1,1,0,0
赵继伟,3,33,1,0,3,1,2,2,0,0,0,2,0/0,4,2019202000001,辽宁,广东,1,2,0,3,2,2
史蒂芬森,1,41,0,1,2,3,2,2,3,0,1,6,0/0,34,2019202000001,辽宁,广东,10,17,3,11,5,7
丛明晨,10,12,0,1,2,0,1,0,0,0,0,0,0/0,6,2019202000001,辽宁,广东,0,0,2,2,0,0
李晓旭,22,28,0,2,2,2,0,1,0,1,0,2,0/0,6,2019202000001,辽宁,广东,3,8,0,0,0,0
贺天举,6,12,0,2,0,0,2,0,1,0,0,1,0/0,1,2019202000001,辽宁,广东,0,0,0,2,1,2
刘雁宇,17,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,辽宁,广东,0,0,0,0,0,0
郭旭,15,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,辽宁,广东,0,0,0,0,0,0
孙锴祺,18,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,辽宁,广东,0,0,0,0,0,0
王化东,32,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,辽宁,广东,0,0,0,0,0,0
高诗岩,0,9,0,0,1,0,3,1,0,0,0,0,0/0,0,2019202000001,辽宁,广东,0,1,0,1,0,0
卢梓杰,28,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,辽宁,广东,0,0,0,0,0,0
马壮,8,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,辽宁,广东,0,0,0,0,0,0
鄢手骐,36,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000001,辽宁,广东,0,0,0,0,0,0
拉杜利察,13,27,1,3,4,8,5,2,3,0,1,6,0/0,10,2019202000002,江苏,浙江,4,5,0,0,2,2
易立,8,29,1,0,2,4,3,1,2,1,0,3,0/0,9,2019202000002,江苏,浙江,3,6,0,4,3,4
黄荣奇,1,13,1,2,1,1,4,0,1,0,0,1,0/0,9,2019202000002,江苏,浙江,3,3,1,2,0,0
史鸿飞,4,31,1,0,0,3,4,3,3,0,0,4,0/0,7,2019202000002,江苏,浙江,0,1,2,5,1,2
柳伟,15,14,1,1,2,1,3,0,0,0,0,2,0/0,2,2019202000002,江苏,浙江,1,4,0,1,0,2
布莱克尼,2,35,0,1,3,3,3,0,3,3,1,6,0/0,34,2019202000002,江苏,浙江,9,16,3,7,7,8
吴冠希,11,31,0,1,8,0,5,1,2,2,2,5,0/0,15,2019202000002,江苏,浙江,6,9,0,1,3,5
王洪,9,16,0,0,2,0,1,0,0,0,0,1,0/0,4,2019202000002,江苏,浙江,1,2,0,1,2,2
赵率舟,24,21,0,1,1,2,3,1,0,0,0,1,0/0,3,2019202000002,江苏,浙江,0,1,1,2,0,0
侯逸凡,31,16,0,0,0,0,1,0,0,0,0,0,0/0,3,2019202000002,江苏,浙江,0,0,1,2,0,0
吴俣成,27,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,江苏,浙江,0,0,0,0,0,0
刘宇轩,21,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,江苏,浙江,0,0,0,0,0,0
赵旭昕,77,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,江苏,浙江,0,0,0,0,0,0
蒋浩然,18,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,江苏,浙江,0,0,0,0,0,0
刘剑阁,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,江苏,浙江,0,0,0,0,0,0
孙鑫,10,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,江苏,浙江,0,0,0,0,0,0
张稀然,6,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,江苏,浙江,0,0,0,0,0,0
邓蒙,12,37,1,1,2,3,1,0,2,0,0,13,0/0,23,2019202000002,浙江,江苏,2,8,3,6,10,12
朱旭航,21,36,1,1,5,1,5,2,4,0,0,2,0/0,18,2019202000002,浙江,江苏,3,4,4,9,0,0
吴前,33,33,1,0,2,6,6,1,3,0,0,6,0/0,8,2019202000002,浙江,江苏,1,3,0,2,6,8
张大宇,24,28,1,2,5,3,4,2,1,0,0,3,0/0,7,2019202000002,浙江,江苏,2,5,1,2,0,0
程帅澎,6,14,1,0,1,0,6,0,0,0,0,0,0/0,0,2019202000002,浙江,江苏,0,0,0,2,0,0
兰兹博格,1,34,0,6,8,4,1,1,1,0,2,6,0/0,33,2019202000002,浙江,江苏,7,14,4,8,7,8
刘泽一,10,28,0,2,3,0,4,2,2,0,0,1,0/0,8,2019202000002,浙江,江苏,4,9,0,0,0,1
王仔路,23,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,浙江,江苏,0,0,0,0,0,0
林孝天,5,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,浙江,江苏,0,0,0,0,0,0
王奕博,15,24,0,1,0,2,1,1,1,0,0,1,0/0,0,2019202000002,浙江,江苏,0,0,0,1,0,0
陆文博,8,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,浙江,江苏,0,0,0,0,0,0
张正昕,28,3,0,0,0,0,1,0,1,0,0,0,0/0,0,2019202000002,浙江,江苏,0,1,0,0,0,0
白杰,16,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,浙江,江苏,0,0,0,0,0,0
李耀强,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,浙江,江苏,0,0,0,0,0,0
付磊,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,浙江,江苏,0,0,0,0,0,0
鞠鹏,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,浙江,江苏,0,0,0,0,0,0
孙岩松,9,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,浙江,江苏,0,0,0,0,0,0
刘育辰,30,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000002,浙江,江苏,0,0,0,0,0,0
托马斯-罗宾逊,41,35,1,6,9,4,5,0,3,2,2,10,0/0,22,2019202000003,四川,新疆,8,16,0,2,6,6
李原宇,15,33,1,3,5,0,6,2,2,0,0,3,0/0,13,2019202000003,四川,新疆,5,16,0,4,3,4
左朕年,13,29,1,2,3,3,2,1,1,0,0,2,0/0,10,2019202000003,四川,新疆,2,5,1,3,3,3
孟达,12,27,1,0,3,4,1,1,2,0,0,0,0/0,10,2019202000003,四川,新疆,2,7,2,6,0,0
王政博,6,16,1,0,0,1,5,2,0,0,0,1,0/0,5,2019202000003,四川,新疆,0,0,1,4,2,2
福特森,4,27,0,0,2,3,3,1,2,0,0,5,0/0,14,2019202000003,四川,新疆,2,7,1,3,7,7
陈辰,32,27,0,2,5,0,4,1,2,0,0,1,0/0,9,2019202000003,四川,新疆,1,5,2,3,1,1
闵庆飞,7,10,0,1,1,0,4,0,0,0,0,0,0/0,4,2019202000003,四川,新疆,2,4,0,2,0,0
袁振梁,25,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000003,四川,新疆,0,0,0,0,0,0
胡林森,8,15,0,0,0,0,1,0,1,0,0,0,0/0,0,2019202000003,四川,新疆,0,0,0,1,0,0
胡钧淋,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000003,四川,新疆,0,0,0,0,0,0
张松涛,39,4,0,0,0,1,0,0,0,0,0,1,0/0,0,2019202000003,四川,新疆,0,0,0,0,0,0
景菡一,1,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000003,四川,新疆,0,0,0,0,0,0
莫蒙尘,10,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000003,四川,新疆,0,0,0,0,0,0
郭治瀚,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000003,四川,新疆,0,0,0,0,0,0
于刚,77,3,0,0,0,2,0,0,0,0,0,0,0/0,0,2019202000003,四川,新疆,0,2,0,0,0,0
侯天一,14,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000003,四川,新疆,0,0,0,0,0,0
袁堂文,3,8,0,0,0,1,1,0,2,0,0,3,0/0,0,2019202000003,四川,新疆,0,1,0,2,0,2
周琦,9,27,1,2,10,2,4,1,2,5,3,6,0/0,27,2019202000003,新疆,四川,5,7,3,7,8,11
凯-费尔德,1,24,1,0,6,8,1,1,5,1,0,7,0/0,19,2019202000003,新疆,四川,4,9,2,4,5,5
西热力江,20,26,1,1,3,2,2,0,1,0,0,1,0/0,17,2019202000003,新疆,四川,1,1,5,8,0,0
范子铭,17,15,1,5,3,3,2,0,0,0,0,3,0/0,11,2019202000003,新疆,四川,3,3,0,0,5,6
阿不都沙拉木,23,27,1,0,4,3,0,1,0,0,0,1,0/0,10,2019202000003,新疆,四川,4,6,0,2,2,2
斯托克斯,2,31,0,2,7,3,5,1,2,1,1,5,0/0,17,2019202000003,新疆,四川,6,12,1,2,2,5
俞长栋,7,23,0,2,2,0,4,1,0,0,0,3,0/0,10,2019202000003,新疆,四川,1,3,2,2,2,6
曾令旭,6,13,0,1,2,2,0,2,0,0,0,2,0/0,6,2019202000003,新疆,四川,2,3,0,1,2,2
可兰白克,13,5,0,0,2,0,2,0,0,1,0,2,0/0,6,2019202000003,新疆,四川,0,0,2,3,0,0
唐才育,8,25,0,1,1,1,2,0,0,0,0,2,0/0,5,2019202000003,新疆,四川,1,2,0,4,3,4
西尔扎提-赛买提,0,9,0,0,3,1,4,0,1,0,0,0,0/0,4,2019202000003,新疆,四川,2,3,0,0,0,0
齐麟,11,9,0,1,0,1,0,0,0,0,0,0,0/0,2,2019202000003,新疆,四川,1,2,0,0,0,0
刘羽楠,18,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000003,新疆,四川,0,0,0,0,0,0
刘力鹏,35,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000003,新疆,四川,0,0,0,0,0,0
詹姆斯-梅斯,40,17,1,1,8,1,3,2,1,2,0,7,0/0,23,2019202000004,山东,八一,7,12,2,2,3,7
陶汉林,20,27,1,1,6,0,6,0,0,3,3,4,0/0,12,2019202000004,山东,八一,4,7,0,0,4,8
张庆鹏,9,36,1,0,3,9,5,3,4,0,0,2,0/0,9,2019202000004,山东,八一,1,2,2,5,1,2
陈培东,44,18,1,0,0,1,0,1,2,0,0,1,0/0,5,2019202000004,山东,八一,1,3,1,2,0,0
李敬宇,8,26,1,0,3,2,3,0,0,0,0,1,0/0,2,2019202000004,山东,八一,1,2,0,1,0,2
哈德森,0,30,0,1,11,8,3,4,1,0,0,6,0/0,31,2019202000004,山东,八一,3,4,7,14,4,4
贾诚,23,29,0,4,5,1,4,0,3,1,2,1,0/0,15,2019202000004,山东,八一,7,8,0,1,1,1
朱荣振,35,16,0,1,2,0,3,0,3,2,2,3,0/0,11,2019202000004,山东,八一,5,9,0,0,1,3
张辉,4,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,山东,八一,0,0,0,0,0,0
侯沛佐,10,22,0,0,3,2,0,0,1,0,0,0,0/0,0,2019202000004,山东,八一,0,2,0,0,0,0
王冠翔,13,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,山东,八一,0,0,0,0,0,0
田嘉夫,14,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,山东,八一,0,0,0,0,0,0
孙贺男,31,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,山东,八一,0,0,0,0,0,0
李泓翰,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,山东,八一,0,0,0,0,0,0
刘大鹏,1,14,0,0,0,2,1,1,1,0,0,0,0/0,0,2019202000004,山东,八一,0,0,0,2,0,0
吴轲,15,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,山东,八一,0,0,0,0,0,0
马光翰,5,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,山东,八一,0,0,0,0,0,0
刘航初,9,26,1,0,3,1,5,0,4,0,0,1,0/0,19,2019202000004,八一,山东,5,7,3,8,0,0
王俊杰,3,32,1,0,1,4,1,3,0,0,0,6,0/0,10,2019202000004,八一,山东,3,6,0,1,4,4
雷蒙,11,31,1,3,7,2,2,3,2,0,0,3,0/0,9,2019202000004,八一,山东,2,9,1,3,2,2
田宇翔,7,27,1,0,1,1,1,2,1,1,0,5,0/0,9,2019202000004,八一,山东,1,4,0,1,7,8
许钟豪,27,31,1,2,6,1,3,0,0,1,0,1,0/0,4,2019202000004,八一,山东,2,7,0,1,0,1
阿尔斯兰,5,20,0,0,1,2,2,1,1,0,0,2,0/0,14,2019202000004,八一,山东,2,4,2,4,4,4
郭昊文,6,16,0,0,2,1,4,0,0,0,0,5,0/0,13,2019202000004,八一,山东,4,8,0,1,5,8
付豪,1,20,0,3,0,1,2,0,1,0,0,3,0/0,10,2019202000004,八一,山东,3,8,0,1,4,6
宁鸿宇,16,1,0,1,0,0,0,0,0,0,0,1,0/0,3,2019202000004,八一,山东,1,1,0,1,1,2
余晨,15,16,0,0,4,1,5,0,1,0,0,0,0/0,2,2019202000004,八一,山东,1,2,0,1,0,0
罗凯文,17,15,0,1,2,0,1,0,1,1,0,1,0/0,2,2019202000004,八一,山东,1,2,0,1,0,0
韩硕,33,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,八一,山东,0,0,0,0,0,0
张旭,13,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,八一,山东,0,0,0,0,0,0
马泳,25,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,八一,山东,0,0,0,0,0,0
张祖铭,20,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,八一,山东,0,0,0,0,0,0
石颜博,18,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,八一,山东,0,0,0,0,0,0
邹雨宸,10,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,八一,山东,0,0,0,0,0,0
缪光旸,21,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000004,八一,山东,0,0,0,0,0,0
弗格,18,38,1,0,9,10,5,1,3,0,0,12,0/0,35,2019202000005,北控,深圳,5,12,4,9,13,15
桑尼,7,30,1,3,9,1,1,0,1,0,0,4,0/0,18,2019202000005,北控,深圳,5,11,0,1,8,8
孙悦,9,31,1,1,4,4,4,2,0,1,1,2,0/0,13,2019202000005,北控,深圳,2,4,3,9,0,0
王少杰,14,24,1,2,1,0,0,2,0,1,1,0,0/0,12,2019202000005,北控,深圳,6,8,0,0,0,0
许梦君,19,5,1,0,0,0,2,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,0,0,1,0,0
贾森-汤普森,6,29,0,0,7,0,3,0,1,2,0,7,0/0,11,2019202000005,北控,深圳,3,9,0,0,5,6
王子瑞,1,30,0,0,3,0,5,1,2,0,0,0,0/0,10,2019202000005,北控,深圳,2,4,2,4,0,0
张帆,3,23,0,0,1,2,2,0,2,0,0,0,0/0,9,2019202000005,北控,深圳,3,4,1,2,0,0
孟博龙,4,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,0,0,0,0,0
班铎,29,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,0,0,0,0,0
常亚松,16,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,0,0,0,0,0
王向彬,23,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,0,0,0,0,0
陈子安,20,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,0,0,0,0,0
陈金龙,33,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,0,0,0,0,0
于梁,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,0,0,0,0,0
高尚,27,10,0,1,1,1,2,1,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,1,0,1,0,0
宗赞,13,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,0,0,0,0,0
王征,28,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,0,0,0,0,0
孙桐林,55,13,0,0,3,0,0,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,1,0,0,0,0
景浩扬,12,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,北控,深圳,0,0,0,0,0,0
皮埃尔-杰克逊,55,38,1,1,3,9,3,2,5,0,0,7,0/0,30,2019202000005,深圳,北控,1,6,7,13,7,8
顾全,12,35,1,0,3,1,2,1,1,0,0,2,0/0,11,2019202000005,深圳,北控,1,3,2,6,3,4
李慕豪,9,25,1,1,5,0,4,0,0,3,2,1,0/0,8,2019202000005,深圳,北控,4,7,0,0,0,0
卢艺文,23,28,1,0,5,2,2,0,1,0,0,0,0/0,5,2019202000005,深圳,北控,1,2,1,8,0,0
贺希宁,0,22,1,1,3,1,3,0,1,0,0,1,0/0,2,2019202000005,深圳,北控,1,1,0,1,0,0
穆罕默德,15,33,0,2,7,1,3,0,5,1,0,7,0/0,27,2019202000005,深圳,北控,8,14,1,5,8,10
沈梓捷,11,29,0,3,5,1,5,1,2,2,3,4,0/0,13,2019202000005,深圳,北控,5,7,0,0,3,6
容子峰,25,10,0,0,2,2,2,2,0,0,0,2,0/0,4,2019202000005,深圳,北控,2,3,0,0,0,0
杨林祎,6,4,0,0,2,0,0,0,0,0,0,0,0/0,3,2019202000005,深圳,北控,0,0,1,1,0,0
何忠勉,20,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,深圳,北控,0,0,0,0,0,0
白昊天,10,7,0,0,1,1,1,0,0,0,0,0,0/0,0,2019202000005,深圳,北控,0,2,0,0,0,0
于德豪,19,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,深圳,北控,0,0,0,0,0,0
卢鹏羽,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,深圳,北控,0,0,0,0,0,0
赵义明,5,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,深圳,北控,0,0,0,0,0,0
陈柏石,34,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,深圳,北控,0,0,0,0,0,0
李想,16,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,深圳,北控,0,0,0,0,0,0
孟铎,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,深圳,北控,0,0,0,0,0,0
韩驭丰,14,3,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000005,深圳,北控,0,0,0,0,0,0
约翰逊,41,38,1,7,12,4,4,1,1,3,1,11,0/0,23,2019202000006,青岛,吉林,9,12,0,0,5,10
翟逸,33,31,1,1,1,2,5,3,3,0,1,5,0/0,14,2019202000006,青岛,吉林,5,7,0,0,4,4
林韦翰,16,27,1,0,3,3,2,1,2,0,0,1,0/0,10,2019202000006,青岛,吉林,2,3,2,3,0,0
赵泰隆,8,18,1,0,0,0,3,0,1,0,0,0,0/0,6,2019202000006,青岛,吉林,3,7,0,3,0,0
王庆明,32,31,1,0,6,3,1,1,0,0,0,1,0/0,3,2019202000006,青岛,吉林,0,4,1,3,0,0
张骋宇,6,25,0,0,0,0,1,1,0,0,0,1,0/0,20,2019202000006,青岛,吉林,6,7,2,3,2,2
亚当斯,4,30,0,2,12,5,2,3,4,0,0,2,0/0,17,2019202000006,青岛,吉林,5,10,1,13,4,5
焦海龙,17,17,0,0,0,0,1,1,1,1,0,0,0/0,6,2019202000006,青岛,吉林,3,4,0,1,0,0
刘传兴,21,7,0,2,2,0,1,0,0,0,0,0,0/0,4,2019202000006,青岛,吉林,2,4,0,0,0,0
赵大鹏,30,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,青岛,吉林,0,0,0,0,0,0
许家晗,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,青岛,吉林,0,0,0,0,0,0
周湛东,24,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,青岛,吉林,0,0,0,0,0,0
杨金蒙,7,11,0,0,0,0,4,0,0,0,0,1,0/0,0,2019202000006,青岛,吉林,0,2,0,2,0,0
史文龙,26,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,青岛,吉林,0,0,0,0,0,0
王睿泽,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,青岛,吉林,0,0,0,0,0,0
杨凯,9,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,青岛,吉林,0,0,0,0,0,0
赵戌宏,20,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,青岛,吉林,0,0,0,0,0,0
丁皓然,35,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,青岛,吉林,0,0,0,0,0,0
琼斯,55,39,1,1,3,8,4,2,3,0,0,12,0/0,28,2019202000006,吉林,青岛,9,19,0,8,10,12
姜宇星,13,42,1,2,3,1,2,2,2,2,0,2,0/0,25,2019202000006,吉林,青岛,10,12,1,1,2,3
代怀博,36,34,1,0,4,1,1,0,1,0,0,0,0/0,14,2019202000006,吉林,青岛,1,1,4,5,0,0
钟诚,12,27,1,1,3,1,5,1,3,2,0,0,0/0,8,2019202000006,吉林,青岛,1,1,2,5,0,0
柴长易,6,11,1,1,1,0,1,0,2,0,0,1,0/0,0,2019202000006,吉林,青岛,0,1,0,1,0,0
崔晋铭,5,36,0,0,5,5,2,1,1,0,0,5,0/0,17,2019202000006,吉林,青岛,7,11,0,3,3,4
霍尔曼,32,27,0,1,10,0,5,1,1,2,2,3,0/0,12,2019202000006,吉林,青岛,5,11,0,0,2,3
姜伟泽,11,11,0,0,3,0,2,1,2,0,0,1,0/0,1,2019202000006,吉林,青岛,0,1,0,1,1,2
张彪,14,9,0,1,1,1,1,0,0,0,0,0,0/0,0,2019202000006,吉林,青岛,0,1,0,0,0,0
夏钰博,15,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林,青岛,0,0,0,0,0,0
廉明,44,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林,青岛,0,0,0,0,0,0
郭金林,21,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林,青岛,0,0,0,0,0,0
孔德高,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林,青岛,0,0,0,0,0,0
李安,4,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林,青岛,0,0,0,0,0,0
刘天意,1,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林,青岛,0,0,0,0,0,0
付博文,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林,青岛,0,0,0,0,0,0
耿铭旸,33,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000006,吉林,青岛,0,0,0,0,0,0
艾伦-杰克逊,6,42,1,3,4,12,3,1,3,1,0,4,0/0,32,2019202000007,广厦,福建,10,17,3,5,3,4
胡金秋,21,39,1,3,10,2,1,1,4,2,2,3,0/0,28,2019202000007,广厦,福建,13,18,0,1,2,2
刘铮,11,35,1,1,3,1,4,2,0,0,0,2,0/0,4,2019202000007,广厦,福建,2,4,0,1,0,0
李京龙,9,32,1,0,4,0,1,0,3,0,0,1,0/0,3,2019202000007,广厦,福建,0,1,1,5,0,0
苏若禹,5,22,1,1,3,0,2,1,2,0,0,2,0/0,2,2019202000007,广厦,福建,1,3,0,0,0,0
孙铭徽,17,34,0,3,1,0,3,2,4,0,0,4,0/0,12,2019202000007,广厦,福建,5,12,0,4,2,4
杰伦-雷诺兹,8,24,0,6,5,2,2,5,2,0,1,3,0/0,10,2019202000007,广厦,福建,3,13,0,0,4,4
朱俊龙,23,7,0,0,0,0,2,0,0,0,0,0,0/0,2,2019202000007,广厦,福建,1,1,0,1,0,0
原晨云,18,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦,福建,0,0,0,0,0,0
李金效,13,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦,福建,0,0,0,0,0,0
赵天熠,15,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦,福建,0,0,0,0,0,0
赵岩昊,25,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦,福建,0,0,0,0,0,0
赵嘉义,35,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦,福建,0,0,0,0,0,0
吴羽佳,10,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦,福建,0,0,0,0,0,0
杜金伦,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦,福建,0,0,0,0,0,0
赵嘉仁,32,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000007,广厦,福建,0,0,0,0,0,0
陈林坚,15,44,1,1,2,2,3,2,5,0,0,2,0/0,21,2019202000007,福建,广厦,4,7,4,9,1,3
王哲林,31,39,1,6,11,1,2,2,3,2,2,2,0/0,16,2019202000007,福建,广厦,8,14,0,1,0,4
